load_dataset_dir,load_dataset_name,load_h5,load_h5_2,load_sc_dataset,load_cell_type_labels,mode,output_dir,checkpoint_path,seed,device,log_every,weight_decay,disable_thop,preprocess_top_gene_select,n_input,knn,n_clusters,embed_dim,dec_alpha,teacher_model,gae_n_enc_1,gae_n_enc_2,gae_n_dec_1,gae_n_dec_2,dropout,lr_pretrain,rec_epoch,alpha_value,n_students,rc1_ratio,student_layers,student_hidden_dim,student_hidden_dims,student_dropout,norm_type,student_dec_epochs,student_dec_lr,mask_rate,aug_noise_std,kd_target,kd_conf_quantile,lambda_dec,lambda_kd,lambda_na,lambda_rec,lambda_na_pretrain,boost_beta,boost_alpha,dataset_name,teacher_acc,teacher_nmi,teacher_ari,ensemble_acc,ensemble_nmi,ensemble_ari,Time,peak_alloc,peak_reserved
./data,Human2,,Human2.h5,,,train,outputs/Human2,outputs/Human2/checkpoint.pt,42,0,20,0.0005,False,2000,100,15,14,20,1.0,IGAE,256,128,128,256,0.0,0.001,50,0.1,3,1,3,20,"512,256,128",0.2,layer,100,0.0001,0.2,0.05,q,0.8,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Human2,0.8474477958236659,0.8832822716548566,0.905877161194896,0.9361948955916474,0.9236742214214678,0.9489235559644925,21.794614940008614,332405760,392167424
